time,x,y,z,r,p,y,
524.4,-0.329181,0.0430888,0.0154774,1.03486e-05,3.14156,-7.25144e-05,
524.408,-0.329193,0.0431136,0.015505,-7.63999e-05,-3.14159,-6.84719e-05,
524.411,-0.329181,0.0430772,0.0154929,-9.29107e-05,3.14157,-7.86442e-06,
524.417,-0.329171,0.0430876,0.0154943,2.4724e-05,3.14155,-8.16923e-06,
524.423,-0.329186,0.0431019,0.0154758,0.000133165,3.14151,3.05673e-05,
524.426,-0.329187,0.0430798,0.0154993,7.4242e-05,-3.14159,-2.11589e-05,
524.434,-0.329178,0.0430903,0.0154891,0.000102565,3.14156,-2.21685e-05,
524.441,-0.329179,0.0430755,0.0155087,6.74279e-05,-3.14157,3.83648e-06,
524.444,-0.329176,0.0430722,0.0154886,-6.30379e-05,3.14158,-6.82687e-05,
524.452,-0.329203,0.0431033,0.0154924,8.39064e-05,3.14158,4.33021e-05,
524.541,-0.329184,0.0430804,0.0154876,2.98168e-05,3.14156,1.78334e-05,
524.545,-0.329199,0.0430909,0.0155016,7.33981e-06,-3.14157,2.24926e-05,
524.548,-0.329208,0.0430842,0.0155098,4.80417e-05,-3.14149,9.50742e-06,
524.554,-0.329178,0.0430694,0.0155051,7.64727e-05,-3.14157,1.39944e-05,
524.561,-0.329215,0.0430992,0.0155114,-2.32083e-05,-3.14152,-5.68197e-05,
524.564,-0.329203,0.0430845,0.0154992,0.000151997,-3.14158,-1.50923e-05,
524.572,-0.329197,0.0430711,0.0154984,0.000113883,-3.14155,5.34641e-05,
524.579,-0.329203,0.0430995,0.0154963,8.16458e-05,-3.14158,-9.75184e-06,
524.583,-0.32918,0.0430788,0.015499,4.74824e-06,3.14156,-3.18157e-05,
524.59,-0.329179,0.0430893,0.0154894,-6.73696e-05,3.14155,-2.89451e-05,
524.598,-0.329169,0.0430746,0.0155035,4.34618e-05,-3.14158,5.14281e-05,
524.601,-0.329184,0.0430903,0.0154918,3.64447e-05,3.14159,2.30743e-05,
524.608,-0.329201,0.0430845,0.0154905,-8.83058e-05,3.14158,-2.34335e-05,
524.611,-0.329211,0.0430793,0.0155041,8.08472e-05,-3.14153,1.28025e-05,
524.618,-0.329179,0.043086,0.0154956,-9.30178e-05,3.14158,2.15425e-05,
524.626,-0.329184,0.0430938,0.0154931,6.89361e-05,3.14154,3.81596e-05,
524.629,-0.329176,0.0430874,0.0154842,-2.23058e-05,3.14149,1.94853e-06,
524.635,-0.329209,0.0431102,0.0154984,-2.13627e-05,-3.14151,-3.27016e-05,
