time,FX,FY,FZ,RX,RY,RZ,
3281.02,-5.72275,3.71876,0.432751,-0.351938,0.187043,-0.422955,
3281.03,-5.36545,3.65559,0.450079,-0.35267,0.194788,-0.415211,
3281.04,-5.36545,3.65559,0.450079,-0.35267,0.194788,-0.415211,
3281.04,-5.20386,3.2639,0.414098,-0.343721,0.199628,-0.410492,
3281.05,-5.78406,3.51585,0.368376,-0.347869,0.189379,-0.415297,
3281.05,-5.58219,3.37201,0.400912,-0.343365,0.191437,-0.421726,
3281.06,-4.95774,3.12281,0.484117,-0.340309,0.206853,-0.412953,
3281.06,-5.52361,3.51428,0.403825,-0.349442,0.193386,-0.419837,
3281.07,-5.52361,3.51428,0.403825,-0.349442,0.193386,-0.419837,
3281.08,-5.53764,3.73041,0.509821,-0.356219,0.191056,-0.421793,
3281.08,-5.5548,3.65962,0.334873,-0.351857,0.191602,-0.4191,
3281.09,-5.22194,3.5016,0.306695,-0.349551,0.202873,-0.411212,
3281.09,-5.67211,3.87342,0.408585,-0.356718,0.188133,-0.426406,
3281.1,-5.4178,3.66387,0.438482,-0.354445,0.195338,-0.420989,
3281.11,-5.36568,3.48297,0.415922,-0.346984,0.195011,-0.420352,
