time,FX,FY,FZ,RX,RY,RZ,
9.73351,-4.00631,0.605057,-1.26731,-0.318649,0.26341,-0.193737,
9.74142,-3.95626,0.392656,-1.12882,-0.31305,0.262291,-0.194255,
9.74445,-4.09311,0.224238,-1.15281,-0.3092,0.264397,-0.197192,
9.75247,-3.88555,0.35186,-1.20104,-0.312772,0.267077,-0.19692,
9.7555,-3.88072,0.358409,-1.11218,-0.313179,0.2662,-0.195413,
9.76066,-3.84683,0.407015,-1.18844,-0.31584,0.268522,-0.192342,
9.76877,-3.91128,0.426154,-1.22555,-0.315978,0.268719,-0.192292,
9.77188,-3.78913,0.370045,-1.16493,-0.311613,0.270283,-0.197327,
9.779,-4.00177,0.301415,-1.21947,-0.312864,0.2638,-0.196144,
9.78202,-3.82236,0.342143,-1.19217,-0.311921,0.26816,-0.195995,
9.78992,-4.16161,0.387468,-1.15869,-0.315475,0.260065,-0.192204,
9.79705,-3.99904,0.495494,-1.2183,-0.317396,0.262564,-0.200046,
9.80007,-3.85591,0.457458,-1.11684,-0.314886,0.270031,-0.196118,
9.80715,-3.90218,0.39566,-1.19799,-0.312973,0.26738,-0.196442,
9.81525,-3.84602,0.387183,-1.32522,-0.311715,0.268474,-0.196026,
9.81836,-3.94505,0.406127,-1.22801,-0.315167,0.266261,-0.192668,
9.8255,-4.06401,0.395843,-1.09829,-0.315202,0.263849,-0.194161,
9.82853,-3.94438,0.27819,-1.25498,-0.31166,0.267078,-0.198068,
9.83641,-3.74325,0.23072,-1.22402,-0.309853,0.271118,-0.196603,
9.84154,-3.95125,0.397176,-1.33805,-0.3138,0.266909,-0.197108,
9.84482,-4.00313,0.494536,-1.31511,-0.315873,0.268025,-0.195943,
9.85113,-3.7601,0.570821,-1.20812,-0.317829,0.268832,-0.193359,
9.85928,-3.91898,0.321691,-1.19398,-0.312868,0.26813,-0.193336,
9.86237,-3.96685,0.3953,-1.21685,-0.313828,0.264345,-0.192449,
9.8695,-3.7346,0.681857,-1.32524,-0.321905,0.271192,-0.192927,
9.87252,-4.03482,0.43092,-1.34978,-0.31416,0.264362,-0.194861,
9.88042,-4.04372,0.541038,-1.24774,-0.316745,0.26177,-0.194087,
9.88847,-4.15356,0.269953,-1.34398,-0.309428,0.262653,-0.197816,
9.89176,-3.94688,0.585594,-1.20666,-0.316854,0.26517,-0.193313,
9.89739,-3.95548,0.507765,-1.22821,-0.315911,0.265264,-0.196925,
9.90369,-3.83281,0.376237,-1.21679,-0.309863,0.268443,-0.197425,
9.90691,-4.11449,0.248079,-1.27012,-0.309428,0.264087,-0.194342,
9.91223,-3.83399,0.501954,-1.22989,-0.318532,0.268297,-0.194336,
9.92038,-4.10214,0.419643,-1.26665,-0.31357,0.261958,-0.196429,
9.92342,-4.23982,0.463864,-1.27858,-0.316264,0.259279,-0.196929,
9.93058,-4.08564,0.293456,-1.18465,-0.310254,0.263789,-0.193875,
9.93386,-3.9282,0.400281,-1.216,-0.316066,0.265944,-0.196388,
9.94118,-4.04243,0.39096,-1.22138,-0.314283,0.264705,-0.196015,
9.94927,-3.93424,0.233556,-1.36776,-0.307279,0.266117,-0.1966,
9.95237,-3.92721,0.149788,-1.17024,-0.308694,0.269049,-0.194085,
9.95949,-4.20984,0.342103,-1.09884,-0.311754,0.260495,-0.197124,
9.9674,-3.90788,0.460968,-1.24323,-0.312747,0.265658,-0.19271,
9.97043,-3.86175,0.39599,-1.21416,-0.312408,0.265445,-0.19496,
9.97858,-3.98877,0.547438,-1.38745,-0.316099,0.26577,-0.196403,
9.98178,-3.98464,0.313509,-1.27142,-0.31174,0.266791,-0.198554,
9.98804,-3.76993,0.387555,-1.33642,-0.312125,0.268821,-0.195563,
9.99594,-3.83728,0.434253,-1.26998,-0.314849,0.271872,-0.194414,
9.99897,-4.07966,0.281832,-1.19342,-0.312019,0.265909,-0.196001,
10.006,-3.82555,0.353698,-1.23418,-0.314667,0.271023,-0.197307,
10.009,-3.88086,0.550422,-1.33287,-0.317639,0.268844,-0.19928,
10.0169,-4.09322,0.400307,-1.4307,-0.317313,0.266536,-0.194569,
10.0233,-3.97525,0.351324,-1.24286,-0.312077,0.267734,-0.193257,
10.0265,-4.00816,0.355003,-1.37714,-0.31201,0.265073,-0.194799,
10.0337,-3.86402,0.342851,-1.29534,-0.310846,0.267011,-0.18984,
10.0418,-3.81682,0.388902,-1.42492,-0.313686,0.269975,-0.1938,
10.0449,-3.94468,0.390156,-1.31879,-0.314958,0.26873,-0.199985,
10.052,-3.6325,0.397292,-1.22739,-0.313588,0.273783,-0.198734,
10.055,-4.03151,0.394865,-1.19423,-0.310515,0.2654,-0.196461,
10.0629,-3.70744,0.462622,-1.17793,-0.316098,0.26939,-0.197411,
10.0673,-3.80342,0.48142,-1.35585,-0.316198,0.266975,-0.194174,
10.0704,-3.8482,0.320306,-1.30941,-0.310546,0.270086,-0.198827,
